# cwd not inside a repo
# Loss.Nf                = 60
# Loss.fmin              = 45000000000.0
# Loss.fmax              = 155000000000.0
# Loss.z0                = 1000
# Loss.feedDiam          = 3.05e-05
# Loss.lPerPixel         = 3.05e-05
# Loss.boardDim          = (0.003, 0.003)
# Loss.leftLim           = 5e+10
# Loss.rightLim          = 1.5e+11
# Loss.T                 = -10
# Loss.p                 = 2.5
# Loss.div               = 10
# AnnealOpt.n_calls      = 1500
# AnnealOpt.x_ini0.shape = (40, 40)
# AnnealOpt.pp           = (5, 5)
Iter_,y_prev,y_candid,y_delta,T,P,choice
529,5419.75,5419.82,-0.07,  0,0.0,reject
530,5419.75,5417.1,2.65,  0,inf,accept
531,5417.1,5705.59,-288.49,  0,0.0,reject
435,5521.32,17076.3,-11554.98,  0,0.0,reject
532,5417.1,17067.3,-11650.2,  0,0.0,reject
533,5417.1,5477.45,-60.35,  0,0.0,reject
534,5417.1,15734.53,-10317.43,  0,0.0,reject
535,5417.1,15731.07,-10313.97,  0,0.0,reject
536,5417.1,6000.53,-583.43,  0,0.0,reject
436,5521.32,17076.29,-11554.97,  0,0.0,reject
537,5417.1,17067.2,-11650.1,  0,0.0,reject
437,5521.32,5787.39,-266.07,  0,0.0,reject
538,5417.1,5926.56,-509.46,  0,0.0,reject
539,5417.1,5469.52,-52.42,  0,0.0,reject
540,5417.1,5492.17,-75.07,  0,0.0,reject
541,5417.1,5392.56,24.54,  0,inf,accept
542,5392.56,5578.73,-186.17,  0,0.0,reject
543,5392.56,5630.1,-237.54,  0,0.0,reject
438,5521.32,5834.84,-313.52,  0,0.0,reject
544,5392.56,5697.85,-305.29,  0,0.0,reject
439,5521.32,5540.13,-18.81,  0,0.0,reject
545,5392.56,5378.06,14.5,  0,inf,accept
440,5521.32,5545.49,-24.17,  0,0.0,reject
441,5521.32,5535.56,-14.24,  0,0.0,reject
442,5521.32,9129.71,-3608.39,  0,0.0,reject
546,5378.06,17076.29,-11698.23,  0,0.0,reject
547,5378.06,5707.24,-329.18,  0,0.0,reject
443,5521.32,5547.6,-26.28,  0,0.0,reject
548,5378.06,5728.84,-350.78,  0,0.0,reject
444,5521.32,5568.87,-47.55,  0,0.0,reject
445,5521.32,5519.49,1.83,  0,inf,accept
549,5378.06,5987.88,-609.82,  0,0.0,reject
446,5519.49,5812.17,-292.68,  0,0.0,reject
447,5519.49,5932.53,-413.04,  0,0.0,reject
550,5378.06,17076.29,-11698.23,  0,0.0,reject
551,5378.06,5603.94,-225.88,  0,0.0,reject
552,5378.06,5363.67,14.39,  0,inf,accept
553,5363.67,5342.46,21.21,  0,inf,accept
448,5519.49,17076.3,-11556.81,  0,0.0,reject
554,5342.46,17076.29,-11733.83,  0,0.0,reject
555,5342.46,5432.2,-89.74,  0,0.0,reject
556,5342.46,5858.02,-515.56,  0,0.0,reject
557,5342.46,6007.13,-664.67,  0,0.0,reject
558,5342.46,5337.52,4.94,  0,inf,accept
449,5519.49,17076.3,-11556.81,  0,0.0,reject
450,5519.49,5536.47,-16.98,  0,0.0,reject
451,5519.49,5548.27,-28.78,  0,0.0,reject
559,5337.52,5848.4,-510.88,  0,0.0,reject
452,5519.49,5518.79,0.7,  0,inf,accept
560,5337.52,5560.79,-223.27,  0,0.0,reject
561,5337.52,6003.01,-665.49,  0,0.0,reject
562,5337.52,5678.24,-340.72,  0,0.0,reject
563,5337.52,5281.01,56.51,  0,inf,accept
564,5281.01,5685.19,-404.18,  0,0.0,reject
565,5281.01,5927.43,-646.42,  0,0.0,reject
453,5518.79,5800.24,-281.45,  0,0.0,reject
566,5281.01,5248.92,32.09,  0,inf,accept
567,5248.92,5266.62,-17.7,  0,0.0,reject
454,5518.79,5519.13,-0.34,  0,0.0,reject
455,5518.79,5550.57,-31.78,  0,0.0,reject
456,5518.79,5518.87,-0.08,  0,0.0,reject
568,5248.92,5818.36,-569.44,  0,0.0,reject
457,5518.79,5547.48,-28.69,  0,0.0,reject
458,5518.79,5554.56,-35.77,  0,0.0,reject
569,5248.92,6018.02,-769.1,  0,0.0,reject
570,5248.92,5739.49,-490.57,  0,0.0,reject
571,5248.92,5249.35,-0.43,  0,0.0,reject
459,5518.79,17076.3,-11557.51,  0,0.0,reject
572,5248.92,6030.71,-781.79,  0,0.0,reject
460,5518.79,9203.74,-3684.95,  0,0.0,reject
573,5248.92,5322.44,-73.52,  0,0.0,reject
461,5518.79,5509.99,8.8,  0,inf,accept
574,5248.92,6012.96,-764.04,  0,0.0,reject
575,5248.92,5775.14,-526.22,  0,0.0,reject
462,5509.99,5928.22,-418.23,  0,0.0,reject
576,5248.92,5316.75,-67.83,  0,0.0,reject
577,5248.92,5251.26,-2.34,  0,0.0,reject
463,5509.99,5806.04,-296.05,  0,0.0,reject
578,5248.92,5308.45,-59.53,  0,0.0,reject
464,5509.99,5536.51,-26.52,  0,0.0,reject
579,5248.92,5576.32,-327.4,  0,0.0,reject
580,5248.92,5264.83,-15.91,  0,0.0,reject
465,5509.99,5682.43,-172.44,  0,0.0,reject
581,5248.92,5304.13,-55.21,  0,0.0,reject
582,5248.92,6028.04,-779.12,  0,0.0,reject
583,5248.92,6011.2,-762.28,  0,0.0,reject
584,5248.92,5095.05,153.87,  0,inf,accept
585,5095.05,5094.65,0.4,  0,inf,accept
466,5509.99,17076.3,-11566.31,  0,0.0,reject
586,5094.65,5987.96,-893.31,  0,0.0,reject
467,5509.99,5519.11,-9.12,  0,0.0,reject
587,5094.65,5981.8,-887.15,  0,0.0,reject
588,5094.65,5494.87,-400.22,  0,0.0,reject
589,5094.65,5451.04,-356.39,  0,0.0,reject
590,5094.65,5026.92,67.73,  0,inf,accept
591,5026.92,5021.19,5.73,  0,inf,accept
468,5509.99,5799.08,-289.09,  0,0.0,reject
592,5021.19,5166.45,-145.26,  0,0.0,reject
593,5021.19,5143.53,-122.34,  0,0.0,reject
594,5021.19,16370.77,-11349.58,  0,0.0,reject
595,5021.19,4888.17,133.02,  0,inf,accept
469,5509.99,17076.3,-11566.31,  0,0.0,reject
470,5509.99,5513.32,-3.33,  0,0.0,reject
596,4888.17,5759.4,-871.23,  0,0.0,reject
471,5509.99,5537.37,-27.38,  0,0.0,reject
472,5509.99,17076.3,-11566.31,  0,0.0,reject
597,4888.17,4899.17,-11.0,  0,0.0,reject
473,5509.99,5525.19,-15.2,  0,0.0,reject
598,4888.17,16672.53,-11784.36,  0,0.0,reject
474,5509.99,5515.06,-5.07,  0,0.0,reject
599,4888.17,4875.12,13.05,  0,inf,accept
600,4875.12,16685.45,-11810.33,  0,0.0,reject
601,4875.12,4784.09,91.03,  0,inf,accept
602,4784.09,4655.53,128.56,  0,inf,accept
603,4655.53,4689.49,-33.96,  0,0.0,reject
475,5509.99,17076.3,-11566.31,  0,0.0,reject
604,4655.53,4676.1,-20.57,  0,0.0,reject
605,4655.53,4767.49,-111.96,  0,0.0,reject
606,4655.53,5030.56,-375.03,  0,0.0,reject
607,4655.53,16183.18,-11527.65,  0,0.0,reject
608,4655.53,4926.73,-271.2,  0,0.0,reject
609,4655.53,4797.07,-141.54,  0,0.0,reject
610,4655.53,4501.06,154.47,  0,inf,accept
476,5509.99,17076.3,-11566.31,  0,0.0,reject
611,4501.06,16166.74,-11665.68,  0,0.0,reject
477,5509.99,5525.19,-15.2,  0,0.0,reject
612,4501.06,5690.5,-1189.44,  0,0.0,reject
613,4501.06,4431.91,69.15,  0,inf,accept
614,4431.91,4509.96,-78.05,  0,0.0,reject
615,4431.91,4571.09,-139.18,  0,0.0,reject
616,4431.91,4565.78,-133.87,  0,0.0,reject
478,5509.99,5798.9,-288.91,  0,0.0,reject
617,4431.91,4459.08,-27.17,  0,0.0,reject
618,4431.91,4529.33,-97.42,  0,0.0,reject
479,5509.99,5782.63,-272.64,  0,0.0,reject
619,4431.91,4295.96,135.95,  0,inf,accept
480,5509.99,5877.74,-367.75,  0,0.0,reject
481,5509.99,5869.46,-359.47,  0,0.0,reject
482,5509.99,5518.69,-8.7,  0,0.0,reject
620,4295.96,5626.47,-1330.51,  0,0.0,reject
621,4295.96,4327.35,-31.39,  0,0.0,reject
622,4295.96,4293.34,2.62,  0,inf,accept
623,4293.34,5500.54,-1207.2,  0,0.0,reject
624,4293.34,5173.32,-879.98,  0,0.0,reject
483,5509.99,17076.3,-11566.31,  0,0.0,reject
625,4293.34,4428.54,-135.2,  0,0.0,reject
484,5509.99,5877.07,-367.08,  0,0.0,reject
626,4293.34,4339.55,-46.21,  0,0.0,reject
627,4293.34,4394.04,-100.7,  0,0.0,reject
628,4293.34,4231.26,62.08,  0,inf,accept
629,4231.26,4278.59,-47.33,  0,0.0,reject
485,5509.99,17076.3,-11566.31,  0,0.0,reject
630,4231.26,4585.1,-353.84,  0,0.0,reject
631,4231.26,4231.64,-0.38,  0,0.0,reject
486,5509.99,5706.15,-196.16,  0,0.0,reject
632,4231.26,4510.59,-279.33,  0,0.0,reject
487,5509.99,5876.68,-366.69,  0,0.0,reject
633,4231.26,16343.87,-12112.61,  0,0.0,reject
634,4231.26,16456.14,-12224.88,  0,0.0,reject
488,5509.99,17076.3,-11566.31,  0,0.0,reject
489,5509.99,5520.3,-10.31,  0,0.0,reject
490,5509.99,5937.75,-427.76,  0,0.0,reject
491,5509.99,5540.75,-30.76,  0,0.0,reject
492,5509.99,5697.05,-187.06,  0,0.0,reject
635,4231.26,4364.03,-132.77,  0,0.0,reject
636,4231.26,4368.15,-136.89,  0,0.0,reject
493,5509.99,17076.3,-11566.31,  0,0.0,reject
637,4231.26,16467.36,-12236.1,  0,0.0,reject
638,4231.26,4107.09,124.17,  0,inf,accept
639,4107.09,4103.68,3.41,  0,inf,accept
640,4103.68,16113.7,-12010.02,  0,0.0,reject
494,5509.99,17076.3,-11566.31,  0,0.0,reject
641,4103.68,4124.81,-21.13,  0,0.0,reject
495,5509.99,5815.8,-305.81,  0,0.0,reject
642,4103.68,4076.65,27.03,  0,inf,accept
496,5509.99,5507.08,2.91,  0,inf,accept
643,4076.65,16101.39,-12024.74,  0,0.0,reject
644,4076.65,4078.82,-2.17,  0,0.0,reject
645,4076.65,4101.63,-24.98,  0,0.0,reject
497,5507.08,17076.3,-11569.22,  0,0.0,reject
498,5507.08,5527.32,-20.24,  0,0.0,reject
499,5507.08,5528.35,-21.27,  0,0.0,reject
500,5507.08,5507.42,-0.34,  0,0.0,reject
501,5507.08,5517.6,-10.52,  0,0.0,reject
646,4076.65,5565.74,-1489.09,  0,0.0,reject
647,4076.65,4687.32,-610.67,  0,0.0,reject
648,4076.65,5032.69,-956.04,  0,0.0,reject
649,4076.65,16195.06,-12118.41,  0,0.0,reject
502,5507.08,17076.3,-11569.22,  0,0.0,reject
650,4076.65,4999.17,-922.52,  0,0.0,reject
503,5507.08,5948.13,-441.05,  0,0.0,reject
651,4076.65,4096.6,-19.95,  0,0.0,reject
652,4076.65,4027.72,48.93,  0,inf,accept
653,4027.72,4026.64,1.08,  0,inf,accept
654,4026.64,4025.3,1.34,  0,inf,accept
504,5507.08,17076.3,-11569.22,  0,0.0,reject
505,5507.08,5506.91,0.17,  0,inf,accept
655,4025.3,16130.05,-12104.75,  0,0.0,reject
506,5506.91,5523.34,-16.43,  0,0.0,reject
656,4025.3,4037.51,-12.21,  0,0.0,reject
507,5506.91,5542.45,-35.54,  0,0.0,reject
657,4025.3,4111.3,-86.0,  0,0.0,reject
508,5506.91,5518.04,-11.13,  0,0.0,reject
509,5506.91,5506.85,0.06,  0,inf,accept
658,4025.3,16189.57,-12164.27,  0,0.0,reject
510,5506.85,5513.18,-6.33,  0,0.0,reject
659,4025.3,3963.42,61.88,  0,inf,accept
511,5506.85,5522.5,-15.65,  0,0.0,reject
660,3963.42,16020.56,-12057.14,  0,0.0,reject
512,5506.85,5512.02,-5.17,  0,0.0,reject
513,5506.85,5527.71,-20.86,  0,0.0,reject
661,3963.42,4041.01,-77.59,  0,0.0,reject
514,5506.85,5812.72,-305.87,  0,0.0,reject
662,3963.42,3863.53,99.89,  0,inf,accept
515,5506.85,17076.3,-11569.45,  0,0.0,reject
663,3863.53,5601.26,-1737.73,  0,0.0,reject
664,3863.53,3852.19,11.34,  0,inf,accept
516,5506.85,17076.3,-11569.45,  0,0.0,reject
665,3852.19,3700.05,152.14,  0,inf,accept
666,3700.05,3846.76,-146.71,  0,0.0,reject
517,5506.85,17076.3,-11569.45,  0,0.0,reject
667,3700.05,4023.19,-323.14,  0,0.0,reject
668,3700.05,3624.1,75.95,  0,inf,accept
669,3624.1,3798.6,-174.5,  0,0.0,reject
670,3624.1,15988.39,-12364.29,  0,0.0,reject
518,5506.85,5804.88,-298.03,  0,0.0,reject
671,3624.1,3624.76,-0.66,  0,0.0,reject
672,3624.1,16176.08,-12551.98,  0,0.0,reject
673,3624.1,3639.24,-15.14,  0,0.0,reject
674,3624.1,3823.66,-199.56,  0,0.0,reject
519,5506.85,17076.29,-11569.44,  0,0.0,reject
520,5506.85,5521.75,-14.9,  0,0.0,reject
675,3624.1,3608.65,15.45,  0,inf,accept
521,5506.85,17069.75,-11562.9,  0,0.0,reject
522,5506.85,5505.64,1.21,  0,inf,accept
523,5505.64,5943.89,-438.25,  0,0.0,reject
524,5505.64,5957.43,-451.79,  0,0.0,reject
525,5505.64,17076.3,-11570.66,  0,0.0,reject
676,3608.65,4057.24,-448.59,  0,0.0,reject
526,5505.64,5505.87,-0.23,  0,0.0,reject
677,3608.65,16094.23,-12485.58,  0,0.0,reject
527,5505.64,5513.91,-8.27,  0,0.0,reject
678,3608.65,3569.59,39.06,  0,inf,accept
679,3569.59,7431.48,-3861.89,  0,0.0,reject
680,3569.59,7752.31,-4182.72,  0,0.0,reject
528,5505.64,17076.3,-11570.66,  0,0.0,reject
681,3569.59,16002.36,-12432.77,  0,0.0,reject
682,3569.59,3735.12,-165.53,  0,0.0,reject
683,3569.59,3638.3,-68.71,  0,0.0,reject
529,5505.64,17076.3,-11570.66,  0,0.0,reject
684,3569.59,6788.69,-3219.1,  0,0.0,reject
685,3569.59,3636.0,-66.41,  0,0.0,reject
530,5505.64,17076.3,-11570.66,  0,0.0,reject
686,3569.59,3434.89,134.7,  0,inf,accept
687,3434.89,7537.67,-4102.78,  0,0.0,reject
688,3434.89,4226.45,-791.56,  0,0.0,reject
689,3434.89,4082.66,-647.77,  0,0.0,reject
531,5505.64,5796.34,-290.7,  0,0.0,reject
532,5505.64,5798.91,-293.27,  0,0.0,reject
533,5505.64,17076.3,-11570.66,  0,0.0,reject
690,3434.89,17076.26,-13641.37,  0,0.0,reject
534,5505.64,17076.3,-11570.66,  0,0.0,reject
691,3434.89,3880.03,-445.14,  0,0.0,reject
535,5505.64,5539.49,-33.85,  0,0.0,reject
692,3434.89,16007.99,-12573.1,  0,0.0,reject
536,5505.64,5808.83,-303.19,  0,0.0,reject
537,5505.64,5530.94,-25.3,  0,0.0,reject
693,3434.89,12721.33,-9286.44,  0,0.0,reject
538,5505.64,5536.19,-30.55,  0,0.0,reject
694,3434.89,3435.88,-0.99,  0,0.0,reject
695,3434.89,3436.59,-1.7,  0,0.0,reject
696,3434.89,3435.28,-0.39,  0,0.0,reject
539,5505.64,17076.3,-11570.66,  0,0.0,reject
697,3434.89,3605.8,-170.91,  0,0.0,reject
540,5505.64,5505.05,0.59,  0,inf,accept
698,3434.89,3454.99,-20.1,  0,0.0,reject
541,5505.05,5870.86,-365.81,  0,0.0,reject
699,3434.89,15991.71,-12556.82,  0,0.0,reject
700,3434.89,3435.94,-1.05,  0,0.0,reject
701,3434.89,3434.59,0.3,  0,inf,accept
542,5505.05,5821.32,-316.27,  0,0.0,reject
702,3434.59,3452.1,-17.51,  0,0.0,reject
543,5505.05,5517.9,-12.85,  0,0.0,reject
703,3434.59,14547.72,-11113.13,  0,0.0,reject
704,3434.59,4238.18,-803.59,  0,0.0,reject
705,3434.59,3608.5,-173.91,  0,0.0,reject
544,5505.05,5797.5,-292.45,  0,0.0,reject
706,3434.59,3435.44,-0.85,  0,0.0,reject
545,5505.05,5521.72,-16.67,  0,0.0,reject
707,3434.59,3453.09,-18.5,  0,0.0,reject
546,5505.05,5512.6,-7.55,  0,0.0,reject
708,3434.59,3406.8,27.79,  0,inf,accept
709,3406.8,3547.36,-140.56,  0,0.0,reject
710,3406.8,3422.29,-15.49,  0,0.0,reject
547,5505.05,5927.66,-422.61,  0,0.0,reject
548,5505.05,5533.58,-28.53,  0,0.0,reject
711,3406.8,3452.55,-45.75,  0,0.0,reject
712,3406.8,3426.65,-19.85,  0,0.0,reject
549,5505.05,17076.3,-11571.25,  0,0.0,reject
713,3406.8,15990.23,-12583.43,  0,0.0,reject
714,3406.8,3464.2,-57.4,  0,0.0,reject
715,3406.8,12650.49,-9243.69,  0,0.0,reject
716,3406.8,4025.5,-618.7,  0,0.0,reject
550,5505.05,17076.3,-11571.25,  0,0.0,reject
551,5505.05,5512.44,-7.39,  0,0.0,reject
717,3406.8,3406.02,0.78,  0,inf,accept
718,3406.02,3626.47,-220.45,  0,0.0,reject
719,3406.02,7914.61,-4508.59,  0,0.0,reject
552,5505.05,17076.3,-11571.25,  0,0.0,reject
720,3406.02,3404.84,1.18,  0,inf,accept
553,5505.05,5506.1,-1.05,  0,0.0,reject
721,3404.84,3428.69,-23.85,  0,0.0,reject
722,3404.84,3527.72,-122.88,  0,0.0,reject
723,3404.84,3466.06,-61.22,  0,0.0,reject
554,5505.05,17076.3,-11571.25,  0,0.0,reject
724,3404.84,3655.57,-250.73,  0,0.0,reject
725,3404.84,3408.01,-3.17,  0,0.0,reject
726,3404.84,3404.75,0.09,  0,inf,accept
555,5505.05,5809.53,-304.48,  0,0.0,reject
727,3404.75,3762.12,-357.37,  0,0.0,reject
556,5505.05,5514.61,-9.56,  0,0.0,reject
557,5505.05,5508.58,-3.53,  0,0.0,reject
728,3404.75,3476.8,-72.05,  0,0.0,reject
729,3404.75,3561.34,-156.59,  0,0.0,reject
730,3404.75,3406.58,-1.83,  0,0.0,reject
731,3404.75,3465.35,-60.6,  0,0.0,reject
558,5505.05,17076.29,-11571.24,  0,0.0,reject
732,3404.75,4019.42,-614.67,  0,0.0,reject
733,3404.75,3399.03,5.72,  0,inf,accept
734,3399.03,8377.69,-4978.66,  0,0.0,reject
559,5505.05,17076.3,-11571.25,  0,0.0,reject
735,3399.03,3472.34,-73.31,  0,0.0,reject
560,5505.05,5509.55,-4.5,  0,0.0,reject
736,3399.03,3863.7,-464.67,  0,0.0,reject
737,3399.03,3416.03,-17.0,  0,0.0,reject
738,3399.03,3457.7,-58.67,  0,0.0,reject
561,5505.05,17076.3,-11571.25,  0,0.0,reject
739,3399.03,3447.89,-48.86,  0,0.0,reject
562,5505.05,15452.32,-9947.27,  0,0.0,reject
740,3399.03,14614.53,-11215.5,  0,0.0,reject
741,3399.03,14828.96,-11429.93,  0,0.0,reject
742,3399.03,3401.83,-2.8,  0,0.0,reject
563,5505.05,17076.3,-11571.25,  0,0.0,reject
743,3399.03,3890.8,-491.77,  0,0.0,reject
744,3399.03,3971.92,-572.89,  0,0.0,reject
745,3399.03,3504.17,-105.14,  0,0.0,reject
564,5505.05,17076.3,-11571.25,  0,0.0,reject
565,5505.05,5802.81,-297.76,  0,0.0,reject
566,5505.05,5522.79,-17.74,  0,0.0,reject
567,5505.05,5507.65,-2.6,  0,0.0,reject
568,5505.05,5739.34,-234.29,  0,0.0,reject
746,3399.03,4231.4,-832.37,  0,0.0,reject
569,5505.05,5501.69,3.36,  0,inf,accept
747,3399.03,3409.67,-10.64,  0,0.0,reject
748,3399.03,3685.93,-286.9,  0,0.0,reject
749,3399.03,3550.14,-151.11,  0,0.0,reject
570,5501.69,17076.3,-11574.61,  0,0.0,reject
750,3399.03,16618.24,-13219.21,  0,0.0,reject
571,5501.69,5516.38,-14.69,  0,0.0,reject
751,3399.03,3422.9,-23.87,  0,0.0,reject
752,3399.03,3890.74,-491.71,  0,0.0,reject
753,3399.03,7946.7,-4547.67,  0,0.0,reject
572,5501.69,17076.31,-11574.62,  0,0.0,reject
754,3399.03,3410.27,-11.24,  0,0.0,reject
755,3399.03,3704.54,-305.51,  0,0.0,reject
756,3399.03,3512.98,-113.95,  0,0.0,reject
757,3399.03,3908.76,-509.73,  0,0.0,reject
573,5501.69,5805.73,-304.04,  0,0.0,reject
758,3399.03,3800.96,-401.93,  0,0.0,reject
759,3399.03,3405.51,-6.48,  0,0.0,reject
574,5501.69,17076.3,-11574.61,  0,0.0,reject
760,3399.03,3410.25,-11.22,  0,0.0,reject
575,5501.69,8726.69,-3225.0,  0,0.0,reject
761,3399.03,3401.02,-1.99,  0,0.0,reject
576,5501.69,5500.14,1.55,  0,inf,accept
762,3399.03,4308.82,-909.79,  0,0.0,reject
577,5500.14,5540.58,-40.44,  0,0.0,reject
763,3399.03,3297.3,101.73,  0,inf,accept
764,3297.3,3328.92,-31.62,  0,0.0,reject
765,3297.3,3329.14,-31.84,  0,0.0,reject
578,5500.14,17076.3,-11576.16,  0,0.0,reject
766,3297.3,4129.03,-831.73,  0,0.0,reject
579,5500.14,5786.1,-285.96,  0,0.0,reject
767,3297.3,3922.93,-625.63,  0,0.0,reject
768,3297.3,3394.22,-96.92,  0,0.0,reject
580,5500.14,17076.3,-11576.16,  0,0.0,reject
769,3297.3,12508.15,-9210.85,  0,0.0,reject
581,5500.14,9114.69,-3614.55,  0,0.0,reject
582,5500.14,5526.86,-26.72,  0,0.0,reject
770,3297.3,3301.48,-4.18,  0,0.0,reject
583,5500.14,5507.8,-7.66,  0,0.0,reject
771,3297.3,3291.98,5.32,  0,inf,accept
772,3291.98,3319.17,-27.19,  0,0.0,reject
773,3291.98,3291.78,0.2,  0,inf,accept
584,5500.14,17076.3,-11576.16,  0,0.0,reject
585,5500.14,5957.15,-457.01,  0,0.0,reject
774,3291.78,12708.74,-9416.96,  0,0.0,reject
586,5500.14,9132.76,-3632.62,  0,0.0,reject
775,3291.78,4451.82,-1160.04,  0,0.0,reject
587,5500.14,5922.83,-422.69,  0,0.0,reject
588,5500.14,17076.3,-11576.16,  0,0.0,reject
589,5500.14,17076.3,-11576.16,  0,0.0,reject
590,5500.14,5914.83,-414.69,  0,0.0,reject
591,5500.14,5499.84,0.3,  0,inf,accept
776,3291.78,13545.69,-10253.91,  0,0.0,reject
592,5499.84,17076.3,-11576.46,  0,0.0,reject
593,5499.84,5533.36,-33.52,  0,0.0,reject
777,3291.78,16032.04,-12740.26,  0,0.0,reject
778,3291.78,14432.48,-11140.7,  0,0.0,reject
779,3291.78,15912.02,-12620.24,  0,0.0,reject
594,5499.84,17076.3,-11576.46,  0,0.0,reject
595,5499.84,5533.96,-34.12,  0,0.0,reject
780,3291.78,7634.73,-4342.95,  0,0.0,reject
596,5499.84,5547.83,-47.99,  0,0.0,reject
781,3291.78,7626.21,-4334.43,  0,0.0,reject
597,5499.84,5499.64,0.2,  0,inf,accept
782,3291.78,3336.41,-44.63,  0,0.0,reject
598,5499.64,5499.42,0.22,  0,inf,accept
599,5499.42,5550.8,-51.38,  0,0.0,reject
783,3291.78,3381.3,-89.52,  0,0.0,reject
784,3291.78,15977.43,-12685.65,  0,0.0,reject
785,3291.78,3289.02,2.76,  0,inf,accept
600,5499.42,17076.3,-11576.88,  0,0.0,reject
786,3289.02,3533.65,-244.63,  0,0.0,reject
787,3289.02,3284.28,4.74,  0,inf,accept
601,5499.42,17076.3,-11576.88,  0,0.0,reject
602,5499.42,5485.65,13.77,  0,inf,accept
788,3284.28,3274.51,9.77,  0,inf,accept
789,3274.51,13952.35,-10677.84,  0,0.0,reject
790,3274.51,4371.35,-1096.84,  0,0.0,reject
603,5485.65,5789.25,-303.6,  0,0.0,reject
791,3274.51,15855.39,-12580.88,  0,0.0,reject
792,3274.51,3569.25,-294.74,  0,0.0,reject
604,5485.65,17076.3,-11590.65,  0,0.0,reject
793,3274.51,3820.03,-545.52,  0,0.0,reject
605,5485.65,5845.28,-359.63,  0,0.0,reject
794,3274.51,3274.31,0.2,  0,inf,accept
606,5485.65,17076.3,-11590.65,  0,0.0,reject
795,3274.31,3302.6,-28.29,  0,0.0,reject
607,5485.65,5486.83,-1.18,  0,0.0,reject
608,5485.65,5502.08,-16.43,  0,0.0,reject
609,5485.65,5531.51,-45.86,  0,0.0,reject
796,3274.31,16058.02,-12783.71,  0,0.0,reject
797,3274.31,3485.28,-210.97,  0,0.0,reject
798,3274.31,3325.27,-50.96,  0,0.0,reject
610,5485.65,17076.29,-11590.64,  0,0.0,reject
799,3274.31,3302.36,-28.05,  0,0.0,reject
800,3274.31,7131.27,-3856.96,  0,0.0,reject
801,3274.31,4509.14,-1234.83,  0,0.0,reject
611,5485.65,5758.69,-273.04,  0,0.0,reject
802,3274.31,15938.09,-12663.78,  0,0.0,reject
612,5485.65,17076.3,-11590.65,  0,0.0,reject
803,3274.31,3274.33,-0.02,  0,0.0,reject
804,3274.31,3289.0,-14.69,  0,0.0,reject
613,5485.65,17076.3,-11590.65,  0,0.0,reject
805,3274.31,3896.3,-621.99,  0,0.0,reject
614,5485.65,5514.49,-28.84,  0,0.0,reject
806,3274.31,3236.92,37.39,  0,inf,accept
615,5485.65,5492.52,-6.87,  0,0.0,reject
616,5485.65,5483.2,2.45,  0,inf,accept
617,5483.2,5837.22,-354.02,  0,0.0,reject
807,3236.92,15872.76,-12635.84,  0,0.0,reject
618,5483.2,5492.54,-9.34,  0,0.0,reject
808,3236.92,3232.17,4.75,  0,inf,accept
809,3232.17,15974.05,-12741.88,  0,0.0,reject
619,5483.2,17076.3,-11593.1,  0,0.0,reject
810,3232.17,3231.65,0.52,  0,inf,accept
811,3231.65,3684.37,-452.72,  0,0.0,reject
620,5483.2,5744.81,-261.61,  0,0.0,reject
812,3231.65,3425.75,-194.1,  0,0.0,reject
813,3231.65,3671.32,-439.67,  0,0.0,reject
621,5483.2,17076.3,-11593.1,  0,0.0,reject
814,3231.65,7918.43,-4686.78,  0,0.0,reject
815,3231.65,3313.11,-81.46,  0,0.0,reject
816,3231.65,3397.94,-166.29,  0,0.0,reject
622,5483.2,5784.23,-301.03,  0,0.0,reject
817,3231.65,3419.42,-187.77,  0,0.0,reject
818,3231.65,15968.8,-12737.15,  0,0.0,reject
623,5483.2,17076.3,-11593.1,  0,0.0,reject
624,5483.2,5481.51,1.69,  0,inf,accept
819,3231.65,3231.12,0.53,  0,inf,accept
625,5481.51,5523.79,-42.28,  0,0.0,reject
820,3231.12,3481.44,-250.32,  0,0.0,reject
821,3231.12,3509.14,-278.02,  0,0.0,reject
626,5481.51,17076.3,-11594.79,  0,0.0,reject
822,3231.12,3348.84,-117.72,  0,0.0,reject
823,3231.12,3360.75,-129.63,  0,0.0,reject
627,5481.51,17076.3,-11594.79,  0,0.0,reject
628,5481.51,5482.39,-0.88,  0,0.0,reject
629,5481.51,5492.45,-10.94,  0,0.0,reject
824,3231.12,15857.22,-12626.1,  0,0.0,reject
825,3231.12,3233.75,-2.63,  0,0.0,reject
826,3231.12,3534.14,-303.02,  0,0.0,reject
630,5481.51,17076.3,-11594.79,  0,0.0,reject
827,3231.12,2740.56,490.56,  0,inf,accept
631,5481.51,17076.3,-11594.79,  0,0.0,reject
632,5481.51,17076.3,-11594.79,  0,0.0,reject
633,5481.51,5537.59,-56.08,  0,0.0,reject
634,5481.51,5939.66,-458.15,  0,0.0,reject
635,5481.51,5533.8,-52.29,  0,0.0,reject
636,5481.51,17076.3,-11594.79,  0,0.0,reject
637,5481.51,5508.48,-26.97,  0,0.0,reject
638,5481.51,17076.3,-11594.79,  0,0.0,reject
639,5481.51,5480.91,0.6,  0,inf,accept
828,2740.56,6665.86,-3925.3,  0,0.0,reject
640,5480.91,5482.34,-1.43,  0,0.0,reject
641,5480.91,5467.53,13.38,  0,inf,accept
